Aug 19 17:01:27 smarty run.sh[905909]: 10.53.439.186 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.253 (> 0.100 thold), f_keep = 0.253
Aug 19 17:05:51 smarty run.sh[916864]: #12 0x000057531b10f526 in llama_server(int, char**) ()
Aug 19 17:05:51 smarty run.sh[916864]: #13 0x000070ac56e2a1ca in __libc_start_call_main (main=main@entry=0x57531b079d40 <main>, argc=argc@entry=41, argv=argv@entry=0x7ffd7e13ad08) at ../sysdeps/nptl/libc_start_call_main.h:58
Aug 19 17:05:51 smarty run.sh[916864]: warning: 58        ../sysdeps/nptl/libc_start_call_main.h: No such file or directory
Aug 19 17:05:51 smarty run.sh[916864]: #14 0x000070ac56e2a28b in __libc_start_main_impl (main=0x57531b079d40 <main>, argc=41, argv=0x7ffd7e13ad08, init=<optimized out>, fini=<optimized out>, rtld_fini=<optimized out>, stack_end=0x7ffd7e13acf8) at ../csu/libc-start.c:360
Aug 19 17:05:51 smarty run.sh[916864]: warning: 360        ../csu/libc-start.c: No such file or directory
Aug 19 17:05:51 smarty run.sh[916864]: #15 0x000057531b105665 in _start ()
Aug 19 17:05:51 smarty run.sh[916864]: [Inferior 1 (process 905909) detached]
Aug 19 17:05:51 smarty systemd[1]: kortexa-ai-llm-qwen-3.8-27b.service: Main process exited, code=dumped, status=6/ABRT
Aug 19 17:05:51 smarty systemd[1]: kortexa-ai-llm-qwen-3.8-27b.service: Failed with result 'core-dump'.
Aug 19 17:05:51 smarty systemd[1]: kortexa-ai-llm-qwen-3.8-27b.service: Consumed 5min 9.789s CPU time, 8.9G memory peak, 0B memory swap peak.
Aug 19 17:06:06 smarty systemd[1]: kortexa-ai-llm-qwen-3.8-27b.service: Scheduled restart job, restart counter is at 2.
Aug 19 17:06:06 smarty systemd[1]: Started kortexa-ai-llm-qwen-3.8-27b.service - Qwen 3.8 27B LLM.
Aug 19 17:06:06 smarty run.sh[917030]: Starting Qwen 3.8 27B (GGUF UD-Q4_K_XL) via llama-server on port 2053...
Aug 19 17:06:07 smarty run.sh[917030]: 0.00.299.582 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
Aug 19 17:06:07 smarty run.sh[917030]: 0.00.386.724 I srv    load_model: loading model 'unsloth/Qwen3.8-27B-GGUF:UD-Q4_K_XL'
Aug 19 17:06:10 smarty run.sh[917030]: 0.03.958.258 I cmn          init: llama threadpool init, n_threads = 32
Aug 19 17:06:10 smarty run.sh[917030]: 0.03.998.133 I common_speculative_init_result: creating MTP draft context against the target model '/home/francip/.cache/huggingface/hub/models--unsloth--Qwen3.8-27B-GGUF/snapshots/27af057ecb382ddfea5d12837360a8980560e3ed/Qwen3.8-27B-UD-Q4_K_XL.gguf'
Aug 19 17:06:10 smarty run.sh[917030]: 0.04.058.123 W load_hparams: Qwen-VL models require at minimum 1024 image tokens to function correctly on grounding tasks
Aug 19 17:06:10 smarty run.sh[917030]: 0.04.058.126 W load_hparams: if you encounter problems with accuracy, try adding --image-min-tokens 1024
Aug 19 17:06:10 smarty run.sh[917030]: 0.04.058.126 W load_hparams: more info: https://github.com/ggml-org/llama.cpp/issues/16842
Aug 19 17:06:11 smarty run.sh[917030]: 0.04.230.153 I srv    load_model: loaded multimodal model, '/home/francip/.cache/huggingface/hub/models--unsloth--Qwen3.8-27B-GGUF/snapshots/27af057ecb382ddfea5d12837360a8980560e3ed/mmproj-BF16.gguf'
Aug 19 17:06:11 smarty run.sh[917030]: 0.04.261.746 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 262144, kv_unified = 'false'
Aug 19 17:06:11 smarty run.sh[917030]: 0.04.340.705 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
Aug 19 17:06:11 smarty run.sh[917030]: 0.04.340.711 I srv  llama_server: model loaded
Aug 19 17:06:11 smarty run.sh[917030]: 0.04.340.712 I srv  llama_server: listening on http://0.0.0.0:2053
Aug 19 17:06:12 smarty run.sh[917030]: 0.05.532.582 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
Aug 19 17:06:12 smarty run.sh[917030]: 0.05.533.021 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
Aug 19 17:06:15 smarty run.sh[917030]: 0.09.057.934 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10240, progress = 0.09, t =   3.42 s / 2992.71 tokens per second
Aug 19 17:06:16 smarty run.sh[917030]: 0.09.801.466 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12288, progress = 0.11, t =   4.16 s / 2951.83 tokens per second
Aug 19 17:06:17 smarty run.sh[917030]: 0.10.559.096 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14336, progress = 0.12, t =   4.92 s / 2914.95 tokens per second
Aug 19 17:06:18 smarty run.sh[917030]: 0.11.330.659 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16384, progress = 0.14, t =   5.69 s / 2880.81 tokens per second
Aug 19 17:06:18 smarty run.sh[917030]: 0.12.116.008 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18432, progress = 0.16, t =   6.47 s / 2848.63 tokens per second
Aug 19 17:06:19 smarty run.sh[917030]: 0.12.915.243 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20480, progress = 0.18, t =   7.27 s / 2817.94 tokens per second
Aug 19 17:06:20 smarty run.sh[917030]: 0.13.728.134 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22528, progress = 0.19, t =   8.08 s / 2788.63 tokens per second
Aug 19 17:06:21 smarty run.sh[917030]: 0.14.556.484 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  24576, progress = 0.21, t =   8.90 s / 2759.98 tokens per second
Aug 19 17:06:22 smarty run.sh[917030]: 0.15.400.046 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  26624, progress = 0.23, t =   9.75 s / 2732.04 tokens per second
Aug 19 17:06:22 smarty run.sh[917030]: 0.15.606.679 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  27126, progress = 0.23, t =   9.98 s / 2717.08 tokens per second
Aug 19 17:06:23 smarty run.sh[917030]: 0.16.535.704 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  29174, progress = 0.25, t =  10.88 s / 2682.34 tokens per second
Aug 19 17:06:24 smarty run.sh[917030]: 0.17.414.276 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  31222, progress = 0.27, t =  11.75 s / 2656.19 tokens per second
Aug 19 17:06:25 smarty run.sh[917030]: 0.18.319.836 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  33270, progress = 0.29, t =  12.66 s / 2628.84 tokens per second
Aug 19 17:06:26 smarty run.sh[917030]: 0.19.254.839 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  35318, progress = 0.30, t =  13.59 s / 2599.46 tokens per second
Aug 19 17:06:27 smarty run.sh[917030]: 0.20.221.949 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  37366, progress = 0.32, t =  14.55 s / 2568.28 tokens per second
Aug 19 17:06:28 smarty run.sh[917030]: 0.21.215.415 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  39414, progress = 0.34, t =  15.54 s / 2536.40 tokens per second
Aug 19 17:06:29 smarty run.sh[917030]: 0.22.231.733 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  41462, progress = 0.36, t =  16.55 s / 2504.95 tokens per second
Aug 19 17:06:30 smarty run.sh[917030]: 0.23.264.647 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  43510, progress = 0.37, t =  17.58 s / 2474.52 tokens per second
Aug 19 17:06:31 smarty run.sh[917030]: 0.24.317.253 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  45558, progress = 0.39, t =  18.63 s / 2445.02 tokens per second
Aug 19 17:06:32 smarty run.sh[917030]: 0.25.389.205 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  47606, progress = 0.41, t =  19.70 s / 2416.30 tokens per second
Aug 19 17:06:33 smarty run.sh[917030]: 0.26.479.223 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  49654, progress = 0.43, t =  20.79 s / 2388.43 tokens per second
Aug 19 17:06:34 smarty run.sh[917030]: 0.27.588.177 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  51702, progress = 0.44, t =  21.90 s / 2361.31 tokens per second
Aug 19 17:06:35 smarty run.sh[917030]: 0.28.715.907 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  53750, progress = 0.46, t =  23.02 s / 2334.91 tokens per second
Aug 19 17:06:36 smarty run.sh[917030]: 0.29.861.961 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  55798, progress = 0.48, t =  24.16 s / 2309.20 tokens per second
Aug 19 17:06:37 smarty run.sh[917030]: 0.31.026.608 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  57846, progress = 0.50, t =  25.32 s / 2284.16 tokens per second
Aug 19 17:06:39 smarty run.sh[917030]: 0.32.211.922 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  59894, progress = 0.51, t =  26.51 s / 2259.62 tokens per second
Aug 19 17:06:40 smarty run.sh[917030]: 0.33.413.590 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  61942, progress = 0.53, t =  27.71 s / 2235.61 tokens per second
Aug 19 17:06:41 smarty run.sh[917030]: 0.34.635.829 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  63990, progress = 0.55, t =  28.93 s / 2212.18 tokens per second
Aug 19 17:06:42 smarty run.sh[917030]: 0.35.878.855 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  66038, progress = 0.57, t =  30.16 s / 2189.26 tokens per second
Aug 19 17:06:43 smarty run.sh[917030]: 0.37.137.076 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  68086, progress = 0.58, t =  31.42 s / 2166.79 tokens per second
Aug 19 17:06:45 smarty run.sh[917030]: 0.38.418.951 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  70134, progress = 0.60, t =  32.70 s / 2144.74 tokens per second
Aug 19 17:06:46 smarty run.sh[917030]: 0.39.718.476 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  72182, progress = 0.62, t =  34.00 s / 2123.17 tokens per second
Aug 19 17:06:47 smarty run.sh[917030]: 0.41.039.556 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  74230, progress = 0.64, t =  35.31 s / 2101.95 tokens per second
Aug 19 17:06:49 smarty run.sh[917030]: 0.42.377.693 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  76278, progress = 0.65, t =  36.65 s / 2081.17 tokens per second
Aug 19 17:06:50 smarty run.sh[917030]: 0.43.736.331 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  78326, progress = 0.67, t =  38.01 s / 2060.79 tokens per second
Aug 19 17:06:51 smarty run.sh[917030]: 0.45.116.615 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  80374, progress = 0.69, t =  39.38 s / 2040.73 tokens per second
Aug 19 17:06:53 smarty run.sh[917030]: 0.46.515.909 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  82422, progress = 0.71, t =  40.78 s / 2021.08 tokens per second
Aug 19 17:06:54 smarty run.sh[917030]: 0.47.934.676 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  84470, progress = 0.72, t =  42.20 s / 2001.79 tokens per second
Aug 19 17:06:56 smarty run.sh[917030]: 0.49.372.494 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  86518, progress = 0.74, t =  43.63 s / 1982.90 tokens per second
Aug 19 17:06:57 smarty run.sh[917030]: 0.50.831.147 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  88566, progress = 0.76, t =  45.09 s / 1964.32 tokens per second
Aug 19 17:06:59 smarty run.sh[917030]: 0.52.308.179 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  90614, progress = 0.78, t =  46.56 s / 1946.13 tokens per second
Aug 19 17:07:00 smarty run.sh[917030]: 0.53.804.406 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  92662, progress = 0.79, t =  48.06 s / 1928.24 tokens per second
Aug 19 17:07:02 smarty run.sh[917030]: 0.55.322.600 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  94710, progress = 0.81, t =  49.57 s / 1910.60 tokens per second
Aug 19 17:07:03 smarty run.sh[917030]: 0.56.860.574 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  96758, progress = 0.83, t =  51.11 s / 1893.27 tokens per second
